2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6696-15-1.png, 160, 280, varroa, 47, 144, 79, 176
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6698-165-1.png, 160, 280, varroa, 102, 93, 125, 125
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6700-180-1.png, 160, 280, varroa, 89, 102, 130, 132
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6701-420-1.png, 160, 280, varroa, 38, 99, 76, 134
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6703-525-1.png, 160, 280, varroa, 54, 92, 82, 125
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6710-1365-1.png, 160, 280, varroa, 79, 112, 115, 149
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6711-1380-1.png, 160, 280, varroa, 80, 104, 114, 137
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6712-1410-1.png, 160, 280, varroa, 93, 104, 127, 140
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6717-2130-1.png, 160, 280, varroa, 77, 116, 119, 154
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6727-5700-1.png, 160, 280, varroa, 52, 132, 85, 171
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6728-5835-1.png, 160, 280, varroa, 73, 105, 110, 140
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6729-5880-1.png, 160, 280, varroa, 49, 108, 85, 146
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6730-7005-1.png, 160, 280, varroa, 27, 104, 65, 137
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6731-7050-1.png, 160, 280, varroa, 68, 130, 105, 163
2017-08-28_09-30-00-1_500_dirty_glass.mp4-bee_id_6733-10020-1.png, 160, 280, varroa, 91, 98, 109, 126
